id;kabupaten;nama_kabupaten;latitude;longitude;geom;provinsi_id
7409;7409;KABUPATEN KONAWE UTARA;74;;-3.4196045;122.3038245
7410;7410;KABUPATEN BUTON UTARA;74;;-4.7575494;123.0207695
7411;7411;KABUPATEN KOLAKA TIMUR;74;;-3.8204255;121.5672780
7412;7412;KABUPATEN KONAWE KEPULAUAN;74;;-4.1193524;123.0972945
7413;7413;KABUPATEN MUNA BARAT;74;;-7.5366400;110.8180992
7414;7414;KABUPATEN BUTON TENGAH;74;;-5.3326519;122.2905945
7415;7415;KABUPATEN BUTON SELATAN;74;;-5.6440830;122.5797350
7501;7501;KABUPATEN GORONTALO;75;;0.6989190;122.6626601
7502;7502;KABUPATEN BOALEMO;75;;0.6664335;122.3681385
7503;7503;KABUPATEN BONE BOLANGO;75;;0.5562340;123.2944371
7504;7504;KABUPATEN PAHUWATO;75;;0.6665875;121.6478920
7505;7505;KABUPATEN GORONTALO UTARA;75;;0.8650475;122.6284594
7601;7601;KABUPATEN PASANGKAYU;76;;-1.3437139;119.5760856
7602;7602;KABUPATEN MAMUJU;76;;-2.5517405;119.2512269
7603;7603;KABUPATEN MAMASA;76;;-2.9964105;119.3236705
7604;7604;KABUPATEN POLEWALI MANDAR;76;;-3.3026449;119.1961135
7605;7605;KABUPATEN MAJENE;76;;-3.2423270;118.9360231
7606;7606;KABUPATEN MAMUJU TENGAH;76;;-2.0209640;119.5018386
8101;8101;KABUPATEN MALUKU TENGAH;81;;-3.6653729;129.0081705
8102;8102;KABUPATEN MALUKU TENGGARA;81;;-5.6556815;132.8097965
8103;8103;KABUPATEN KEPULAUAN TANIMBAR;81;;-7.4994010;131.3820770
8104;8104;KABUPATEN BURU;81;;-3.3448610;126.6908945
8105;8105;KABUPATEN SERAM BAGIAN TIMUR;81;;-3.8789665;129.1537850
8106;8106;KABUPATEN SERAM BAGIAN BARAT;81;;-2.4359885;128.2036725
8107;8107;KABUPATEN KEPULAUAN ARU;81;;-6.2119065;134.4799580
8108;8108;KABUPATEN MALUKU BARAT DAYA;81;;-6.8112700;127.9076686
8109;8109;KABUPATEN BURU SELATAN;81;;-3.5704640;126.6877450
8201;8201;KABUPATEN HALMAHERA BARAT;82;;1.3631035;127.5929885
8202;8202;KABUPATEN HALMAHERA TENGAH;82;;0.2211260;128.7130441
8203;8203;KABUPATEN HALMAHERA UTARA;82;;1.5595055;127.8348995
8204;8204;KABUPATEN HALMAHERA SELATAN;82;;-0.7456371;127.8130305
8205;8205;KABUPATEN KEPULAUAN SULA;82;;-2.1145585;125.9074550
8206;8206;KABUPATEN HALMAHERA TIMUR;82;;1.0029075;128.2247209
8207;8207;KABUPATEN PULAU MOROTAI;82;;2.3037930;128.4095270
8208;8208;KABUPATEN PULAU TALIABU;82;;-1.8316750;124.8317575
9101;9101;KABUPATEN MERAUKE;91;;-8.5284080;140.5422750
9102;9102;KABUPATEN JAYAWIJAYA;91;;-4.1225775;138.9775650
9103;9103;KABUPATEN JAYAPURA;91;;-3.0362660;140.0377394
9104;9104;KABUPATEN NABIRE;91;;-3.2064090;135.4964680
9105;9105;KABUPATEN KEPULAUAN YAPEN;91;;-1.7201445;136.0317716
9106;9106;KABUPATEN BIAK NUMFOR;91;;-1.0127914;135.7455765
9107;9107;KABUPATEN PUNCAK JAYA;91;;-3.4894425;137.8448929
9108;9108;KABUPATEN PANIAI;91;;-3.7577970;136.5823125
9109;9109;KABUPATEN MIMIKA;91;;-4.6299475;136.3424850
9110;9110;KABUPATEN SARMI;91;;-2.5326055;139.0665441
9111;9111;KABUPATEN KEEROM;91;;-3.3267459;140.6530038
9113;9113;KABUPATEN YAHUKIMO;91;;-4.3891066;139.5433275
9114;9114;KABUPATEN TOLIKARA;91;;-3.4887740;138.4034965
9115;9115;KABUPATEN WAROPEN;91;;-2.7295330;136.6968830
9116;9116;KABUPATEN BOVEN DIGOEL;91;;-6.1535839;140.3222164
9117;9117;KABUPATEN MAPPI;91;;-6.2474809;139.3166280
9118;9118;KABUPATEN ASMAT;91;;-5.5823896;138.5973168
9119;9119;KABUPATEN SUPIORI;91;;-0.0149080;135.0496180
9120;9120;KABUPATEN MAMBERAMO RAYA;91;;-2.4432194;137.9772305
9121;9121;KABUPATEN MAMBERAMO TENGAH;91;;-2.3596045;138.2922185
9122;9122;KABUPATEN YALIMO;91;;-3.7851269;139.4358145
9123;9123;KABUPATEN LANNY JAYA;91;;-3.9572731;138.2032004
9124;9124;KABUPATEN NDUGA;91;;-4.4361550;138.2187995
9125;9125;KABUPATEN PUNCAK;91;;-3.5927000;137.4167730
9126;9126;KABUPATEN DOGIYAI;91;;-3.9993975;135.6372900
9127;9127;KABUPATEN INTAN JAYA;91;;-3.4086090;136.7425290
9128;9128;KABUPATEN DEIYAI;91;;-4.1557095;136.4081590
9201;9201;KABUPATEN SORONG;92;;-1.0522685;131.3927930
9202;9202;KABUPATEN MANOKWARI;92;;-0.8643675;134.0740985
9203;9203;KABUPATEN FAK FAK;92;;-3.2007180;132.6327924
9204;9204;KABUPATEN SORONG SELATAN;92;;-1.6675475;132.1184105
9205;9205;KABUPATEN RAJA AMPAT;92;;-0.5874000;130.3201959
9206;9206;KABUPATEN TELUK BINTUNI;92;;-2.0870355;133.3224030
9207;9207;KABUPATEN TELUK WONDAMA;92;;-2.6363580;134.4826865
9208;9208;KABUPATEN KAIMANA;92;;-3.5846740;134.0298670
9209;9209;KABUPATEN TAMBRAUW;92;;-0.7207635;132.4770180
9210;9210;KABUPATEN MAYBRAT;92;;-1.4241970;132.3679890
9211;9211;KABUPATEN MANOKWARI SELATAN;92;;-7.5366400;110.8180992
9212;9212;KABUPATEN PEGUNUNGAN ARFAK;92;;;
1272;1272;KOTA PEMATANG SIANTAR;12;;2.9537934;99.0634939
1210;1210;KABUPATEN LABUHANBATU;12;;2.2699040;100.0132304
1306;1306;KABUPATEN AGAM WILAYAH TIMUR;13;;-0.2531826;100.1537354
1313;1313;KABUPATEN AGAM WILAYAH BARAT;13;;-0.2531826;100.1537354
9112;9112;KABUPATEN PEGUNUNGAN BINTANG;91;;-4.4948152;140.4784666
